timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-1,-1,0,6,5,2,1,-2,0.0
0.01,-1,-3,-3,2,-1,-2,-1,-1,0.0
0.015,-2,-1,-5,-4,-3,-1,0,-1,0.0
0.02,2,2,-1,-6,-1,-2,0,-1,0.0
0.025,-1,0,1,-2,-1,-3,-1,0,0.0
0.03,-1,-3,-1,-2,1,-3,1,-3,0.0
0.035,-2,-4,-2,2,-4,-1,-1,-1,0.0
0.04,-3,-1,2,3,1,2,2,1,0.0
0.045,0,0,0,-3,-1,-2,-3,-3,0.0
0.05,-2,1,0,2,-1,0,-1,1,0.0
0.055,-1,-4,-2,-4,-4,-2,-2,0,0.0
0.06,-3,-2,-2,-1,-1,0,-1,-3,0.0
0.065,1,-1,-3,-1,-1,-3,-1,0,0.0
0.07,0,-5,-3,-4,2,3,-1,0,0.0
0.075,-2,0,0,3,1,-4,-2,-3,0.0
0.08,0,1,1,0,-2,-4,-2,-1,0.0
0.085,0,1,2,-9,-5,-1,-2,0,0.0
0.09,-2,1,2,2,-3,-8,-3,-1,0.0
0.095,-2,-2,-5,-3,-2,-1,-1,-1,0.0
0.1,1,-1,0,4,6,2,0,-1,0.0
0.105,-2,-5,-1,-4,1,-1,1,-4,0.0
0.11,0,2,-5,-8,-5,-2,-1,-2,0.0
0.115,-2,-2,-1,-1,10,2,-1,-6,0.0
0.12,-2,0,-1,-6,1,-4,-3,-1,0.0
0.125,-3,-4,0,1,-10,-1,-1,-2,0.0
0.13,2,0,-1,-2,-2,0,0,2,0.0
0.135,0,3,-1,3,8,1,0,2,0.0
0.14,0,0,-2,-4,3,1,1,1,0.0
0.145,-3,-4,-1,-1,-3,-5,-3,-2,0.0
0.15,-4,-2,-4,6,1,0,-2,-4,0.0
0.155,-1,-1,2,-10,-12,1,0,-1,0.0
0.16,-1,-4,-6,-11,6,-4,-3,-3,0.0
0.165,0,3,1,22,7,0,0,1,0.0
0.17,-2,-2,5,-7,9,1,-1,-2,0.0
0.17500000000000002,-1,1,-5,-3,-2,-7,-4,-2,0.0
0.18,0,4,11,1,6,3,1,1,0.0
0.185,-1,-1,-5,-1,-9,1,-2,-3,0.0
0.19,-2,-4,1,12,-8,-2,-1,-2,0.0
0.195,-1,0,-4,-10,14,1,0,0,0.0
0.2,-2,-1,0,-16,4,-6,-3,-3,0.0
0.20500000000000002,-1,-3,-9,5,0,-2,-1,1,0.0
0.21,-1,-2,-2,7,-10,-4,-2,-1,0.0
0.215,-2,-2,1,6,-17,0,0,-1,0.0
0.22,-1,-2,-2,9,28,3,1,1,0.0
0.225,1,2,1,-46,-15,-3,-1,-1,0.0
0.23,0,-2,2,11,15,-1,-1,1,0.0
0.23500000000000001,-1,-2,0,-8,-18,-1,0,0,0.0
0.24,0,3,2,16,-9,3,-1,1,0.0
0.245,1,-2,-3,9,15,2,-1,-2,0.0
0.25,-2,-3,-3,-5,21,-2,-1,-2,0.0
0.255,-3,-6,0,4,-2,-4,-2,-1,0.0
0.26,-1,3,0,18,-1,2,1,-1,0.0
0.265,-1,-3,-6,-12,1,-2,-1,0,0.0
0.27,-2,-4,-6,-40,-14,-3,-2,-2,0.0
0.275,4,5,2,20,3,3,1,2,0.0
0.28,-2,-3,4,-2,-8,-2,-1,-1,0.0
0.28500000000000003,1,0,7,12,-8,0,-1,0,0.0
0.29,0,2,-6,-9,-12,-2,0,0,0.0
0.295,-3,-4,-3,3,14,0,-1,-3,0.0
0.3,-4,-8,-9,-9,-15,-2,-2,-3,0.0
0.305,-3,1,2,5,-2,2,-1,-2,0.0
0.31,1,3,0,-14,4,1,1,0,0.0
0.315,1,6,7,17,-3,-6,-2,0,0.0
0.32,1,-1,-2,-11,-10,-4,-2,-3,0.0
0.325,-2,-1,2,0,2,-1,0,-2,0.0
0.33,-3,-11,-8,-6,0,-2,-3,-3,0.0
0.335,-4,-7,1,1,12,-1,-2,-3,0.0
0.34,3,6,1,6,-3,0,1,2,0.0
0.34500000000000003,3,5,3,6,2,-3,0,0,0.0
0.35000000000000003,3,2,-1,1,-14,0,-1,-1,0.0
0.355,-3,-6,-12,-13,-18,-3,-2,-3,0.0
0.36,-5,-9,-5,-12,7,-6,-5,-4,0.0
0.365,-3,-7,-6,-5,-19,-4,0,-2,0.0
0.37,-1,11,8,24,-3,2,1,2,0.0
0.375,3,4,-1,-17,-6,2,1,3,0.0
0.38,-1,-4,-7,-7,-1,-2,0,-2,0.0
0.385,1,-2,-2,-2,25,1,-2,-2,0.0
