timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-4,-3,-2,0,-1,-3,-3,0,0.0
0.01,-2,-1,3,-1,-2,-1,-2,0,0.0
0.015,0,-2,-2,2,-2,0,0,-1,0.0
0.02,1,-1,-3,-3,-1,1,-2,-1,0.0
0.025,-3,-3,1,0,0,-1,0,-1,0.0
0.03,0,-2,-2,0,0,-3,0,-3,0.0
0.035,-1,0,0,-4,-1,-1,0,-4,0.0
0.04,-1,-1,-1,-1,-1,-2,1,-1,0.0
0.045,3,1,-1,-1,-1,0,-2,-2,0.0
0.05,-2,1,-2,-1,-1,0,0,-2,0.0
0.055,-3,-3,0,1,0,-2,-2,-2,0.0
0.06,-2,-2,-3,-1,0,0,-4,-1,0.0
0.065,-3,0,-2,-2,0,-2,-3,-2,0.0
0.07,-1,-1,0,-1,-2,-1,-2,0,0.0
0.075,-2,-2,-1,-3,-1,-1,-2,-2,0.0
0.08,-1,-2,-1,0,-1,-3,-1,2,0.0
0.085,2,1,-2,-1,-4,-3,-1,0,0.0
0.09,-2,-2,-1,0,-1,-1,-2,-2,0.0
0.095,2,3,-2,-2,-1,-2,-2,1,0.0
0.1,-5,-3,-2,-2,-2,-1,-4,0,0.0
0.105,-3,-1,1,-1,-3,-1,0,-1,0.0
0.11,-1,2,-1,1,-1,-1,-2,-2,0.0
0.115,-6,-5,-1,0,1,2,0,-1,0.0
0.12,1,0,2,4,-1,-1,-2,-3,0.0
0.125,0,-3,-3,-5,-2,-2,-2,-1,0.0
0.13,1,-2,1,-2,-1,0,-1,-1,0.0
0.135,0,-4,-2,1,-1,-1,-3,-1,0.0
0.14,-1,-1,-2,-2,-1,-1,-2,-2,0.0
0.145,-2,0,-1,0,1,0,-1,-1,0.0
0.15,-1,-1,0,-3,-1,-1,-2,-1,0.0
0.155,0,4,2,1,0,0,0,-2,0.0
0.16,-2,-2,1,-1,-3,-1,-2,0,0.0
0.165,-2,-1,-1,-1,-1,-2,-3,-2,0.0
0.17,-1,5,1,-1,0,-4,-2,-3,0.0
0.17500000000000002,0,-2,-2,-1,-1,0,-1,0,0.0
0.18,-1,1,-1,1,-1,-2,-3,1,0.0
0.185,-1,-4,-4,-1,2,3,2,-2,0.0
0.19,-1,9,1,-2,-4,-2,-1,-1,0.0
0.195,-6,-2,-2,-3,0,-2,-1,-4,0.0
0.2,-4,1,0,1,-2,0,-3,-2,0.0
0.20500000000000002,-2,1,2,-4,-6,-3,-5,0,0.0
0.21,4,-1,-6,-1,1,0,-1,0,0.0
0.215,-2,2,2,0,-3,-1,-1,-3,0.0
0.22,-4,-9,-2,-1,3,0,0,0,0.0
0.225,-2,-1,0,-1,-2,-4,-1,0,0.0
0.23,-1,-1,1,1,-3,-2,0,-2,0.0
0.23500000000000001,1,0,-2,-4,-1,0,0,-1,0.0
0.24,-3,0,0,1,-1,1,-1,1,0.0
0.245,-1,-1,-1,-3,-3,0,0,-1,0.0
0.25,1,-8,1,1,2,-1,-5,1,0.0
0.255,8,-13,-12,-3,4,0,0,0,0.0
0.26,-12,-19,10,2,-8,-3,2,1,0.0
0.265,9,-44,4,2,2,-2,-7,-2,0.0
0.27,-12,86,4,6,3,6,6,-1,0.0
0.275,-1,-7,-11,-4,-4,-4,-4,2,0.0
0.28,5,0,-9,-2,0,0,0,-1,0.0
0.28500000000000003,-6,-9,-4,-1,-4,-2,0,0,0.0
0.29,6,-20,4,-3,1,-3,-4,-2,0.0
0.295,-2,-4,1,1,2,1,0,-1,0.0
