timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,0,0,-1,1,-2,-3,6,-1,0.0
0.01,0,1,-1,0,-2,-2,-2,0,0.0
0.015,-1,0,-1,0,1,0,-1,-1,0.0
0.02,2,-1,-1,2,3,4,14,13,0.0
0.025,-5,-2,-1,-2,-1,-1,-33,-24,0.0
0.03,-1,-2,-1,-2,-5,-8,1,-3,0.0
0.035,-1,-1,-1,-6,-2,3,2,-2,0.0
0.04,0,-2,0,-2,5,0,0,-1,0.0
0.045,-1,-3,0,-2,1,0,4,2,0.0
0.05,-1,-1,0,1,-1,1,-4,-6,0.0
0.055,-3,-2,0,0,-3,2,0,7,0.0
0.06,-4,-3,-4,-6,-5,-10,-2,-8,0.0
0.065,1,1,-2,2,-1,-7,-3,4,0.0
0.07,-3,-1,-1,-3,-7,2,1,-6,0.0
0.075,1,0,-1,5,1,-3,-2,-1,0.0
0.08,-2,0,1,-1,1,0,-1,-1,0.0
0.085,-1,1,-1,0,-8,-3,2,2,0.0
0.09,1,-1,-2,1,10,1,0,2,0.0
0.095,3,0,0,-3,-7,-8,15,1,0.0
0.1,-1,2,2,0,1,-1,-29,-3,0.0
0.105,-1,-1,-1,-2,4,2,2,4,0.0
0.11,0,-1,-1,-1,-1,-2,1,-3,0.0
0.115,1,-2,-3,1,10,6,2,-1,0.0
0.12,2,3,1,3,-1,-4,2,6,0.0
0.125,-2,-5,-4,-11,-13,-2,0,8,0.0
0.13,-2,-1,-2,0,-2,-7,-1,-4,0.0
0.135,-1,-1,-2,-3,1,-1,-11,-2,0.0
0.14,0,-1,1,1,2,-1,-1,1,0.0
0.145,-2,-3,-2,1,-3,-3,-2,-5,0.0
0.15,0,-1,0,0,1,0,0,1,0.0
0.155,-1,-3,-1,-2,-4,1,3,-4,0.0
0.16,-1,-3,-2,-3,2,-3,-2,-4,0.0
0.165,-1,-1,-1,-1,-6,-3,-5,-5,0.0
0.17,0,-1,-2,-2,4,7,5,3,0.0
0.17500000000000002,-2,1,-1,-1,-6,-4,0,0,0.0
0.18,-1,-1,-1,-3,-2,2,-1,11,0.0
0.185,-2,0,-1,2,5,2,2,-18,0.0
0.19,-2,-1,-1,-1,-3,-2,-4,4,0.0
0.195,-2,1,0,1,3,-1,10,-6,0.0
0.2,3,0,-3,-2,-1,3,-11,15,0.0
0.20500000000000002,-5,3,3,1,-2,4,8,2,0.0
0.21,-3,-1,0,1,3,3,-3,-6,0.0
0.215,0,-1,0,-1,-2,-1,2,-1,0.0
0.22,-1,2,0,2,-4,-5,1,-7,0.0
0.225,-1,-3,-1,-1,3,2,-3,1,0.0
0.23,-1,0,-1,-2,-2,-1,-1,-2,0.0
0.23500000000000001,-2,-1,-1,1,0,-1,-4,-1,0.0
0.24,-1,-2,-3,-1,-2,0,0,-7,0.0
0.245,1,0,-1,0,0,-2,-5,1,0.0
0.25,1,-3,-2,0,1,-3,0,-5,0.0
0.255,-4,-5,-2,1,-1,1,2,1,0.0
0.26,-2,-2,-2,-5,-12,-8,-16,-9,0.0
0.265,0,1,1,1,4,1,4,1,0.0
0.27,-1,0,-3,-5,-9,-12,-3,9,0.0
0.275,-1,-3,-2,1,4,1,-2,-4,0.0
0.28,-5,-3,-2,2,10,4,5,-2,0.0
0.28500000000000003,1,1,1,-3,-6,-7,-4,1,0.0
0.29,1,1,-1,1,-1,4,-3,-4,0.0
0.295,-5,2,-1,-1,-11,-16,-3,-1,0.0
0.3,-3,-3,-1,0,0,1,0,-3,0.0
0.305,1,-2,-3,0,6,1,-3,1,0.0
0.31,-2,-2,-1,-3,0,1,3,-3,0.0
0.315,3,0,-1,-3,-5,-5,-1,3,0.0
0.32,-2,-2,-3,-4,-2,1,3,-7,0.0
0.325,-1,-2,-3,-1,-1,-4,-5,-3,0.0
0.33,1,-2,-2,-4,-7,-3,-2,-1,0.0
0.335,1,1,0,4,13,4,-2,-6,0.0
0.34,-1,-1,1,-3,-9,-4,-2,16,0.0
0.34500000000000003,-2,-2,-1,2,5,-1,11,-4,0.0
0.35000000000000003,-4,-2,-1,3,3,2,-6,-1,0.0
0.355,-2,-1,-2,-4,-1,1,0,-1,0.0
0.36,-3,-1,-3,-4,2,0,1,-4,0.0
0.365,-2,-1,0,0,0,-3,3,2,0.0
0.37,1,-2,-2,-2,-5,0,-4,-7,0.0
0.375,-1,-3,-2,-1,6,3,-4,2,0.0
0.38,3,0,2,1,-3,2,6,-9,0.0
0.385,-1,0,-2,-1,-6,-1,-5,0,0.0
0.39,-3,-2,-3,-2,1,-3,-3,-4,0.0
0.395,-1,-2,-1,-3,-4,-4,-4,-2,0.0
