timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-1,-2,0,0,-3,-2,-1,-1,0.0
0.01,-4,-1,-1,-3,0,-4,-2,1,0.0
0.015,0,0,-1,0,-1,-1,-1,-1,0.0
0.02,2,0,1,0,-2,1,2,0,0.0
0.025,-1,1,-1,2,-1,-2,-1,0,0.0
0.03,-4,-2,-4,-1,1,-3,-2,-2,0.0
0.035,-3,0,-1,0,-2,0,0,0,0.0
0.04,0,-2,-1,-1,-1,0,0,-1,0.0
0.045,0,0,-2,-2,-2,0,-1,-1,0.0
0.05,-2,-3,-2,-1,-1,-2,-1,-1,0.0
0.055,-1,-3,-2,-2,-1,-2,-1,-2,0.0
0.06,-1,-1,-2,-1,-3,0,-4,-2,0.0
0.065,-2,-1,2,-3,-2,-2,-2,-2,0.0
0.07,-3,-4,-2,-1,-1,-2,-1,2,0.0
0.075,0,-2,0,-2,0,0,0,-1,0.0
0.08,1,0,1,-2,-1,0,0,-2,0.0
0.085,0,0,-3,1,0,-3,-1,-3,0.0
0.09,0,0,-2,-2,-1,-2,-2,-1,0.0
0.095,-2,-1,-1,-2,0,0,-1,-2,0.0
0.1,-1,-1,-1,0,-2,-3,1,-1,0.0
0.105,-3,-2,0,-1,-2,0,-1,-1,0.0
0.11,-2,-1,-2,-1,-1,-2,-2,-1,0.0
0.115,-1,-1,0,-2,-1,0,-1,0,0.0
0.12,0,-1,0,0,-1,-1,-2,-3,0.0
0.125,0,-1,-1,-2,-1,-3,-2,-2,0.0
0.13,0,0,0,0,-1,-1,-1,1,0.0
0.135,-2,-3,-2,0,-2,-1,-3,-1,0.0
0.14,-2,1,1,-1,-1,-1,-1,0,0.0
0.145,-3,-2,-2,-2,-1,-1,-1,2,0.0
0.15,-2,0,-1,-3,-1,-1,-3,-3,0.0
0.155,1,-1,-3,-2,0,-2,1,-2,0.0
0.16,-1,0,-2,0,-2,-2,-1,-2,0.0
0.165,0,-2,-1,-1,2,-2,-2,0,0.0
0.17,0,-2,-2,-1,-2,0,0,0,0.0
0.17500000000000002,0,-1,-1,-1,0,-2,0,-1,0.0
0.18,-1,-1,-2,-1,-2,-1,0,0,0.0
0.185,-3,-1,-3,-3,-3,-1,0,-1,0.0
0.19,-2,-2,-1,-1,-2,-3,-1,-3,0.0
0.195,1,-1,1,-2,-3,-2,-3,0,0.0
0.2,-2,-1,-1,-1,0,0,-2,-1,0.0
0.20500000000000002,-3,1,-1,-1,1,0,-2,-3,0.0
0.21,-2,-2,-2,-2,1,1,0,0,0.0
0.215,-2,-1,-1,0,-3,-1,0,-1,0.0
0.22,0,-1,-1,-1,0,-2,-1,-2,0.0
0.225,0,-3,0,-2,-2,-1,0,-1,0.0
0.23,-2,-1,1,-1,-1,-1,-3,0,0.0
0.23500000000000001,-3,-4,-3,-2,0,-2,-3,-2,0.0
0.24,-4,-1,-1,-1,0,-3,-2,0,0.0
0.245,-1,-1,-2,1,0,-1,-1,-2,0.0
0.25,1,-1,0,-1,-2,-2,1,-1,0.0
0.255,-1,-2,-2,-2,0,-2,0,-1,0.0
0.26,0,0,-3,-1,0,0,-3,-3,0.0
0.265,0,-2,-1,-1,0,-2,0,-1,0.0
0.27,-1,-1,-1,-1,0,-1,-2,-3,0.0
0.275,-2,1,-2,0,-2,-1,-1,1,0.0
0.28,-1,-3,-2,-1,-2,0,0,-1,0.0
0.28500000000000003,-2,-1,-2,-1,-3,-2,-2,-1,0.0
0.29,-1,0,-2,-1,0,-2,0,0,0.0
0.295,-1,-1,-2,-1,0,-1,-3,-2,0.0
0.3,-1,-2,-2,0,-1,-2,1,-1,0.0
0.305,0,0,0,0,0,1,-1,-2,0.0
0.31,-2,-1,0,-1,-1,-2,0,-1,0.0
0.315,-1,0,0,0,-3,-1,-2,-2,0.0
0.32,0,-1,-1,-2,1,-1,-3,-2,0.0
0.325,-1,0,-2,-1,-1,0,0,0,0.0
0.33,-3,-1,-3,1,-1,0,-1,-2,0.0
0.335,-1,0,-2,-2,-1,-1,0,-2,0.0
0.34,-3,-1,-1,-2,-2,-1,-1,0,0.0
0.34500000000000003,0,-2,0,-1,0,-2,-2,-2,0.0
0.35000000000000003,0,-2,-1,-3,0,-2,-3,-2,0.0
0.355,-2,-1,-3,1,-1,-2,0,0,0.0
0.36,-1,-1,-2,-3,-2,-1,0,0,0.0
0.365,-1,0,-2,-1,-1,-1,-2,0,0.0
0.37,0,1,-2,-1,-1,1,0,1,0.0
0.375,0,-1,0,-3,-1,-2,0,-1,0.0
0.38,-3,1,-1,-1,0,-2,-3,-1,0.0
0.385,-2,-2,0,-1,0,-3,-2,0,0.0
0.39,-3,-3,-1,-3,-1,-3,-1,-3,0.0
0.395,0,1,-1,0,-3,0,0,-1,0.0
0.4,0,-1,-1,-1,-1,-3,-2,-2,0.0
0.405,-3,-1,-2,-2,-5,-2,0,-1,0.0
0.41000000000000003,-1,-2,-1,-1,-2,-1,-2,-1,0.0
0.41500000000000004,-1,-3,-2,-1,0,-1,-1,-2,0.0
0.42,0,-1,1,-1,0,-3,-3,-1,0.0
0.425,-2,-1,-1,-2,0,-2,-1,0,0.0
0.43,-1,-2,-2,0,-2,-1,0,1,0.0
0.435,-1,-1,0,-1,-1,-2,-1,-1,0.0
0.44,0,-1,-3,-2,0,-1,0,-1,0.0
0.445,-2,-1,0,-1,1,-2,-3,-1,0.0
0.45,0,0,-3,0,-2,-1,-1,-3,0.0
0.455,-2,-1,-1,-1,-1,-2,0,0,0.0
0.46,-1,-2,0,-1,-1,-2,0,1,0.0
0.465,-2,-1,-1,-2,-3,-1,-1,-1,0.0
0.47000000000000003,-2,-1,-2,-2,0,-3,-4,-2,0.0
0.47500000000000003,-2,0,-2,-2,0,0,-2,-1,0.0
0.48,-3,-1,0,0,-3,-1,-2,-1,0.0
0.485,0,-2,-1,-2,1,0,-1,-1,0.0
0.49,-1,-1,0,0,-2,-2,-2,1,0.0
0.495,-2,0,0,-1,0,-2,-2,-2,0.0
0.5,-1,-3,-2,-1,-3,-1,-1,-1,0.0
0.505,-1,-2,-3,-1,0,-3,0,-2,0.0
0.51,0,0,0,0,0,-2,-1,1,0.0
0.515,-1,0,-1,-1,-2,-1,-1,-2,0.0
0.52,-1,-1,-1,-2,-3,-2,-2,-2,0.0
0.525,-2,-3,-1,-1,0,-1,0,0,0.0
0.53,-2,-2,-2,-3,1,-1,-3,-2,0.0
0.535,-1,0,-1,-4,-1,-2,-1,3,0.0
0.54,-2,0,-1,-1,0,-2,0,-1,0.0
0.545,-2,-2,-1,-2,-2,-2,-1,-2,0.0
0.55,-2,0,0,0,-2,0,-1,-3,0.0
0.555,0,-1,-1,-2,-3,-2,-2,-1,0.0
0.56,-1,-1,-1,1,0,-2,-1,-2,0.0
0.5650000000000001,0,0,-1,0,0,-2,-1,0,0.0
0.5700000000000001,-1,-2,0,-1,-1,-2,-1,-1,0.0
0.5750000000000001,-1,-1,-1,1,1,-2,0,-1,0.0
0.58,0,1,-1,-2,0,-1,-2,-1,0.0
0.585,-1,-2,-1,1,-2,-3,-1,1,0.0
0.59,-1,0,-2,-1,-1,0,0,0,0.0
0.595,-1,-2,-2,-1,1,-2,0,-2,0.0
0.6,-2,-3,-2,-2,1,-1,-1,-2,0.0
0.605,-1,-2,-1,-3,-1,0,-4,-2,0.0
0.61,0,0,-1,-1,-1,-1,0,0,0.0
0.615,0,-2,-1,-1,-3,-3,-2,0,0.0
0.62,-2,0,1,-1,0,-1,0,-2,0.0
