timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,-2,-1,-2,-1,0,-1,0,-1,0.0
0.01,-2,-1,-2,0,0,-1,-2,1,0.0
0.015,-1,-3,-1,-2,-2,-1,-1,0,0.0
0.02,-2,0,-1,0,0,-1,-1,-1,0.0
0.025,-2,2,-1,-1,-2,-1,-1,-1,0.0
0.03,-1,-2,-1,-1,-1,-1,0,-1,0.0
0.035,0,-1,-1,-1,1,0,-1,-1,0.0
0.04,1,-2,-2,-3,-3,0,0,-2,0.0
0.045,-1,-1,0,-1,-1,-1,-2,-2,0.0
0.05,-1,-1,-1,0,-2,-1,0,-2,0.0
0.055,0,-1,-2,0,-2,-1,-1,0,0.0
0.06,-2,-1,0,1,-2,-3,-1,0,0.0
0.065,0,-3,-2,-1,-1,0,-1,0,0.0
0.07,0,-1,0,0,0,-1,0,-1,0.0
0.075,-4,0,-1,-1,-2,-2,-2,-2,0.0
0.08,1,1,1,0,0,-2,-1,-1,0.0
0.085,0,-1,-1,-1,-1,-2,-2,-1,0.0
0.09,0,0,-2,-2,-1,1,-1,-1,0.0
0.095,1,-2,-2,-2,-2,-2,0,-2,0.0
0.1,-2,-2,-2,-2,0,0,-2,-1,0.0
0.105,-1,-2,-1,0,-1,-2,-2,-1,0.0
0.11,0,-1,-1,-1,-2,-2,-2,-1,0.0
0.115,-1,-1,-2,0,0,-1,-1,-1,0.0
0.12,-1,0,-1,-1,-3,0,-2,-1,0.0
0.125,0,-2,-2,-1,-1,0,1,-1,0.0
0.13,-1,-1,-1,-1,-2,0,-2,-1,0.0
0.135,1,-2,0,-2,-1,0,-2,-1,0.0
0.14,0,0,0,0,-1,-1,-2,-1,0.0
0.145,-2,0,0,-1,1,-1,-1,-1,0.0
0.15,-2,-3,-1,-1,0,-2,0,0,0.0
0.155,-4,0,-2,-2,0,0,0,0,0.0
0.16,0,-1,-2,-4,0,0,0,0,0.0
0.165,1,0,0,-1,-3,0,0,0,0.0
0.17,-2,-2,-3,-3,-1,-2,1,-2,0.0
0.17500000000000002,-1,-1,-1,1,-1,-2,-1,-3,0.0
0.18,-1,-4,-3,0,-1,-3,1,-1,0.0
0.185,-2,0,-1,-2,-2,-2,-2,-1,0.0
0.19,-2,0,-1,-1,-1,-1,-3,-1,0.0
0.195,-3,-2,-2,0,-1,1,-1,-2,0.0
0.2,0,-1,-1,0,-1,-2,-2,-3,0.0
0.20500000000000002,-1,-3,-2,-2,1,-1,-1,0,0.0
0.21,1,0,-2,0,-1,-1,0,-2,0.0
0.215,1,-2,-5,-5,1,0,-2,-3,0.0
0.22,-1,-4,-5,-6,-2,0,-1,-1,0.0
0.225,-2,-3,-6,-6,-1,0,-3,1,0.0
0.23,0,-2,-6,-6,-1,-2,-1,-1,0.0
0.23500000000000001,0,-4,-3,-4,-1,-1,0,1,0.0
0.24,0,-2,-4,-4,-1,-1,-1,0,0.0
0.245,-2,0,-1,-2,-2,-2,2,-1,0.0
0.25,-2,-2,-1,-4,-1,-1,-2,-1,0.0
0.255,-1,-1,0,-3,-1,-1,-1,-4,0.0
0.26,-2,0,1,-2,-2,0,-1,-1,0.0
0.265,-2,0,3,0,-1,-2,0,-1,0.0
0.27,1,-1,3,1,0,-2,-1,-1,0.0
0.275,0,-1,2,1,-1,0,0,-3,0.0
0.28,0,-3,0,-1,-1,0,0,-1,0.0
0.28500000000000003,-3,-1,-1,1,-1,-1,-1,-1,0.0
0.29,0,0,0,0,-3,-1,-2,1,0.0
0.295,0,-1,-2,1,-2,-2,-1,-1,0.0
0.3,1,-2,-1,0,-1,-1,-2,-1,0.0
0.305,1,0,0,1,0,-2,-2,-1,0.0
0.31,-1,-1,-2,-1,-1,-2,-3,-1,0.0
0.315,0,0,-2,-1,0,-1,-3,-3,0.0
0.32,0,0,-1,0,0,-2,-2,-2,0.0
0.325,-1,0,-1,-2,-1,-2,0,-1,0.0
0.33,0,-3,-2,0,-2,0,-1,-2,0.0
0.335,1,-2,0,-1,-1,0,-1,0,0.0
0.34,-3,-2,-1,-1,-1,-1,-1,-1,0.0
0.34500000000000003,-1,0,-3,-2,-2,-1,-2,-1,0.0
0.35000000000000003,-1,-1,0,-1,-1,-2,1,-4,0.0
0.355,-1,-2,-2,-2,-1,-1,0,-1,0.0
0.36,0,-2,-1,1,-1,-1,0,1,0.0
0.365,-1,-1,-2,0,-3,-1,0,0,0.0
0.37,-1,0,0,0,0,-2,-3,-1,0.0
0.375,-2,-1,-1,0,-2,-1,-2,-1,0.0
0.38,-3,-1,1,0,0,-1,-2,-1,0.0
0.385,-1,-2,-1,-1,-2,0,-2,-2,0.0
0.39,-1,-1,-2,0,-1,1,-1,-1,0.0
0.395,-3,-3,-3,0,-1,-2,-1,0,0.0
0.4,-1,0,-2,-1,-2,-1,-2,-2,0.0
0.405,-2,-1,-2,0,-2,-1,-1,-2,0.0
0.41000000000000003,-2,-2,0,-2,-1,-1,1,-1,0.0
0.41500000000000004,0,-2,-1,-1,-1,-1,-1,-2,0.0
0.42,-2,-1,-2,0,-1,0,0,-2,0.0
0.425,0,0,-2,-2,2,-2,-1,-1,0.0
0.43,-2,-1,-1,-3,-1,-2,-2,-1,0.0
0.435,0,-1,-1,-3,0,0,1,0,0.0
0.44,-1,1,-3,-4,0,-1,-1,-2,0.0
0.445,0,-2,-2,-2,-1,1,-1,-1,0.0
0.45,0,0,-3,-1,0,-3,-1,-2,0.0
0.455,-3,-1,-2,-2,1,-2,-2,1,0.0
0.46,0,-2,-2,-3,0,0,-1,-1,0.0
0.465,-3,-2,0,-2,0,-2,0,-1,0.0
0.47000000000000003,-1,-3,0,-1,-2,-1,0,0,0.0
0.47500000000000003,-1,-2,-1,-2,0,-1,-1,-1,0.0
0.48,0,0,-2,0,-4,-2,1,-2,0.0
0.485,-1,-1,-1,0,-1,-1,-1,-2,0.0
0.49,0,0,1,-1,-2,-1,0,-2,0.0
0.495,1,-2,-3,0,-1,0,-2,0,0.0
0.5,-1,-2,-1,0,0,-1,-2,-1,0.0
0.505,-4,-1,0,-1,-1,-1,-2,0,0.0
0.51,0,0,-1,-1,-1,0,-1,-3,0.0
0.515,-1,0,0,-3,-2,-1,-1,0,0.0
0.52,-1,-1,-1,-1,1,-1,-1,0,0.0
0.525,0,1,0,-1,-2,1,0,0,0.0
0.53,-3,-2,-2,-3,-1,0,1,-1,0.0
0.535,-4,-3,1,-1,-2,-2,-1,-2,0.0
0.54,0,-1,-1,-1,0,-1,-3,-1,0.0
0.545,0,-2,-1,-2,-2,0,-1,0,0.0
0.55,-2,-2,-2,-1,-1,0,-2,-2,0.0
0.555,-2,0,-1,-3,0,0,-1,-2,0.0
0.56,-1,-1,0,-2,-1,-3,0,-3,0.0
0.5650000000000001,-1,0,-2,0,-2,0,0,0,0.0
0.5700000000000001,-2,-1,0,0,-2,0,0,0,0.0
0.5750000000000001,-2,0,1,0,0,-2,0,0,0.0
0.58,-1,-2,0,-1,-1,-1,-2,-1,0.0
0.585,-1,0,-1,-2,0,-2,-2,-1,0.0
0.59,-1,-1,-2,-1,-2,-2,-2,-3,0.0
0.595,0,-1,-1,-1,-1,-2,0,0,0.0
0.6,-2,0,0,-1,-1,1,0,-3,0.0
0.605,-1,-1,-1,0,0,-2,-2,-1,0.0
0.61,1,0,0,1,0,-1,-1,0,0.0
0.615,-1,1,-1,0,-2,0,-2,-1,0.0
0.62,-1,-1,-1,-1,-2,0,-2,0,0.0
0.625,-1,-1,0,-2,-2,-1,-1,-2,0.0
0.63,-2,-3,-2,-2,-1,-2,-3,1,0.0
0.635,0,-2,-2,0,-1,-1,1,0,0.0
0.64,-2,-2,-3,0,-1,-1,0,-2,0.0
0.645,1,-1,0,-1,-1,-1,-2,-3,0.0
0.65,0,-2,-2,-1,0,-2,0,0,0.0
0.655,-1,0,0,-1,-1,-2,-1,0,0.0
0.66,-2,-1,-1,-1,-2,-2,-1,2,0.0
0.665,0,0,0,-1,1,-1,0,-1,0.0
0.67,-2,2,-1,-2,-1,-3,-3,-2,0.0
0.675,-2,-2,-2,-1,0,0,-1,-3,0.0
0.68,-1,-1,1,-1,0,-1,-1,0,0.0
0.685,-2,-3,0,0,-1,-2,-2,0,0.0
0.6900000000000001,-3,-2,1,1,-1,-1,-2,-1,0.0
0.6950000000000001,0,2,-3,-1,0,-1,0,-2,0.0
0.7000000000000001,-1,-2,-2,-1,-3,-2,-3,-2,0.0
0.705,-1,-3,-1,0,-1,0,0,-2,0.0
0.71,0,-1,-1,-1,0,1,1,-2,0.0
0.715,-2,-3,-1,-3,-2,-2,-1,-2,0.0
0.72,0,-3,1,-1,-1,-2,-2,-2,0.0
0.725,-1,-1,-3,-1,-1,-2,-1,-1,0.0
0.73,-2,0,-2,-1,0,0,0,-2,0.0
0.735,-1,-2,-1,-1,-2,-1,-2,-2,0.0
0.74,-1,-1,-1,-2,-2,-1,0,-2,0.0
0.745,-3,1,-1,-2,-2,-1,-3,-2,0.0
0.75,-3,-4,0,0,0,-1,-1,-2,0.0
0.755,-1,-1,-1,0,-2,-1,-1,-2,0.0
0.76,0,-1,-2,-3,0,-1,0,0,0.0
0.765,-3,-3,-2,-1,-1,-1,0,-3,0.0
0.77,0,0,-2,1,-2,-2,0,1,0.0
