timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,noise
0.005,0,-2,-1,-1,1,0,-1,0,0.0
0.01,0,-2,-1,-1,0,0,-2,-3,0.0
0.015,-3,-2,-1,-1,-1,0,0,-4,0.0
0.02,0,-3,-1,-1,-2,-2,-1,0,0.0
0.025,-2,1,-1,1,-1,-2,0,0,0.0
0.03,-3,-1,0,-2,-2,-2,-2,-1,0.0
0.035,-1,0,-1,-2,-2,-2,-1,1,0.0
0.04,0,1,0,-2,1,-1,-2,-3,0.0
0.045,1,2,0,0,-2,-1,1,-1,0.0
0.05,1,-2,-1,-1,-2,0,0,-2,0.0
0.055,0,-3,-1,-2,-1,0,1,-3,0.0
0.06,-1,-2,-2,-2,-2,-1,1,-1,0.0
0.065,0,-2,-1,-1,-1,-1,-2,-2,0.0
0.07,-3,-1,-2,0,-1,-1,0,0,0.0
0.075,-1,-1,-1,-2,0,-1,-1,2,0.0
0.08,-1,-1,-1,-1,-1,-1,-1,-2,0.0
0.085,-2,-2,-1,-1,-1,-1,-3,-3,0.0
0.09,0,2,-2,0,-3,2,0,-2,0.0
0.095,0,-1,-1,0,-3,-4,-2,-2,0.0
0.1,-2,0,-1,-2,-1,-2,1,0,0.0
0.105,-2,-3,-1,-1,0,-2,-1,-1,0.0
0.11,-1,-2,-3,-1,0,-2,0,-1,0.0
0.115,-2,0,-1,0,0,2,-2,-1,0.0
0.12,-2,-1,-2,0,-2,0,-3,-2,0.0
0.125,0,0,1,-3,0,-2,-2,-2,0.0
0.13,-1,-1,1,-1,-1,-1,0,-2,0.0
0.135,0,-1,-1,-1,-1,-2,1,0,0.0
0.14,0,1,-1,0,0,0,-1,-2,0.0
0.145,-2,-2,0,-2,-2,-1,-1,-1,0.0
0.15,1,0,-3,-3,-3,-2,0,-1,0.0
0.155,-2,-4,-3,-2,-2,0,-1,-1,0.0
0.16,-2,-2,-3,-1,-1,-1,-1,1,0.0
0.165,0,0,-2,1,-1,1,-1,-1,0.0
0.17,-2,-1,1,-1,-1,-2,-2,-2,0.0
0.17500000000000002,-2,-2,-1,0,-1,-2,-3,-1,0.0
0.18,-1,1,-2,-1,-2,-2,0,-1,0.0
0.185,-1,-1,-1,-1,-1,-1,-1,-2,0.0
0.19,-1,0,-2,0,0,1,-2,1,0.0
0.195,-2,0,-1,-2,0,-1,-1,-1,0.0
0.2,-1,-3,-1,-2,0,-1,-2,-2,0.0
